E.Colli,Coliform,Arsen,Kromium,Kadmium ,Nitrit,Nitrat,Sianida,Selenium,Alumunium,Besi,Kesadahan,Klorida,Mangan,pH,Seng,Sulfat,Tembaga,Amonia,Chlor,BOD5,COD,Bau,Warna,Kekeruhan,Rasa ,Suhu,TDS,Potabilitas
8100000000,0,"0,000881",0,0,36,3,"0,012","0,0013","0,1","2,375","121,65","11,1",0,"6,4",0.01,0,"0,097",0,"0,1","6,03","19,2",Tidak Berbau,10,"14,4",Tidak Berasa,"28,2",0,0
82000,0,"0,000881",0,"0,02",44,4,"0,017","0,0013","0,05","0,927","139,9","10,1",0,"6,18",0.01,0,"0,1","0,68","0,15","6,33",38,Tidak Berbau,"8,6","11,4",Tidak Berasa,"28,2",0,0
120000,0,"0,000881",0,0,17,"3,54","0,012","0,0030","0,1","1,618","118,72","10,8","0,212","6,2",0.03,0,"0,088","0,61",0,"5,13","19,2",Tidak Berbau,"7,2","7,8",Tidak Berasa,"27,3",0,0
210000,"1,898","0,000881",0,0,21,4,"0,017","0,0030","0,0922",0,106,"9,8",0,"6,15",0.03,0,0,0,"0,15","5,3","42,2",Tidak Berbau,"9,7","7,4",Tidak Berasa,"28,2",0,0
240000,"1,898","0,000114",0,0,48,3,"0,012","0,0030","0,04","0,372","122,96","11,3",0,"6,2",0.03,0,0,0,"0,15","5,72",100,Tidak Berbau,10,"5,3",Tidak Berasa,"28,2",0,0
430000000,0,"0,000114",0,0,17,2,"0,017","0,0030","0,05",0,"122,96","10,8",0,"6,3",0.02,0,0,0,"0,15","5,11",0,Tidak Berbau,"50,939","13,2",Tidak Berasa,"30,2",0,0
250000,"1,898","0,000114",0,0,21,"2,07","0,012","0,0031","0,06",0,"103,88",28,0,"6,3",0.03,0,0,"0,59","0,15","6,13",31,Tidak Berbau,24,2,Tidak Berasa,"29,2",0,0
230000,"1,898","0,000114",0,0,6,2,"0,017","0,0013","0,009",0,"114,99","11,3",0,"6,66",0.03,0,0,"0,6","0,15",7,0,Tidak Berbau,"9,3","1,8",Tidak Berasa,"26,3",7880,0
230000,"1,898","0,000114",0,0,46,2,"0,012","0,0013","0,09","1,646","102,88","10,1",0,"6,5",0.02,0,0,"0,58","0,15","6,71",0,Tidak Berbau,"13,7","1,2",Tidak Berasa,"27,3",0,0
430000000,"1,898","0,000114",0,0,4,2,"0,012","0,0013","0,1","0,437","102,88","10,1",0,"6,5",0.01,0,0,0,"0,15",0,"15,4",Tidak Berbau,12,"14,6",Tidak Berasa,"27,3",0,0
250000,"1,898","0,000114",0,0,44,"2,07","0,012","0,0031","0,06",0,"103,88",28,0,"6,3",0.03,0,"2,58",0,"0,15",0,"38,4",Tidak Berbau,24,2,Tidak Berasa,"29,2",0,0
230000,"1,898","0,000114",0,0,40,2,"0,017","0,0013","0,009",0,"114,99","11,3",0,"6,66",0.03,0,0,0,"0,15","6,32","31,7",Tidak Berbau,"9,3","1,8",Tidak Berasa,"26,3",0,0
230000,"1,898","0,000114",0,0,47,2,"0,012","0,0013","0,09",0,"102,88","10,1",0,"6,5",0.02,0,0,0,"0,15","8,1",73,Tidak Berbau,"13,7","1,2",Tidak Berasa,"27,3",0,0
-214655000,"1,898","0,000114",0,0,7,2,"0,012","0,0013","0,1","0,349","102,88","10,1",0,"6,5",0.01,0,0,0,"0,15","6,22","64,1",Tidak Berbau,12,"14,6",Tidak Berasa,"27,3",0,0
87,2200000,"0,000623","0,005","0,002","0,025","1,1","0,02","0,0013","0,07","0,3","114,99","14,1","0,09","6,26","0,015","25,6","0,018","0,006","10,2","2,8","13,9",Tidak Berbau,"61,3","38,6",Tidak Berasa,"27,3",144,0
7,9200000,"0,000114","0,019","0,002","0,033","1,3","0,02","0,0013","0,09","0,3","102,88","14,3","0,09","6,53","0,015","25,3","0,018","0,006","7,7",1,11,Tidak Berbau,"45,3","23,4",Tidak Berasa,"28,2",148,0
129,9200000,"0,000336","0,002","0,002","0,081","1,3","0,02","0,0013","0,1","0,3","135,16","46,1","0,09","6,52","0,015","26,8","0,018",13,"13,9","1,6","15,1",Tidak Berbau,"63,1",18,Tidak Berasa,"28,2",160,0
5,5400000,"0,000689","0,005","0,002","0,147","1,9","0,02","0,0013","0,05","0,3","135,16","19,9","0,09","6,67","0,015","28,3","0,018",14,"33,3",1,"14,8",Tidak Berbau,"101,5","17,8",Tidak Berasa,"30,2",186,0
107,9200000,"0,000222","0,019","0,002","0,154","1,9","0,02","0,0013","0,1","0,3","121,04","16,4","0,09","6,93","0,015","31,8","0,018",12,"23,9","0,5",23,Tidak Berbau,"46,7","9,6",Tidak Berasa,"29,2",187,0
83,9200000,"0,000954","0,002","0,001","0,028","2,5","0,02","0,0013","0,0922","0,3","149,03","11,4","0,09","6,17","0,015","22,7","0,018",12,"11,3","0,1","19,4",Tidak Berbau,25,10,Tidak Berasa,"26,3",144,0
154,1100000,"0,000993","0,005","0,000202","0,031","2,6","0,02","0,0013","0,04","0,3","120,83","11,7","0,09","6,32","0,015","35,2","0,018","0,01","19,5","1,2","19,7",Tidak Berbau,"44,8",7,Tidak Berasa,"27,3",149,0
180,2800000,"0,000587","0,019","0,0001","0,036","2,1","0,02","0,0013","0,05","0,3","96,67","12,3","0,09","6,55","0,015","35,3","0,018",18,"4,8","1,2","21,9",Tidak Berbau,18,"4,8",Tidak Berasa,"27,3",154,0
127,2100000,"0,000471","0,002","0,002","0,022",2,"0,02","0,0013","0,06","0,3","171,18","14,9","0,09","6,48","0,015","29,3","0,018",23,"20,4","0,7","19,1",Tidak Berbau,"23,5","7,6",Tidak Berasa,"28,2",159,0
10,1400000,"0,000122","0,005","0,002","0,037","2,7","0,02","0,0013","0,009","0,3","152,05","14,6","0,34","6,53","0,015","29,6","0,018","0,006","20,4","0,9","14,6",Tidak Berbau,"26,25","1,5",Tidak Berasa,"28,2",164,0
55,330000,"0,000232","0,019","0,002","0,043","1,9","0,02","0,0013","0,01986","0,3","182,48","14,5","0,09","6,36","0,015","21,2","0,018",13,"17,9","0,4","12,7",Tidak Berbau,"36,6","12,8",Tidak Berasa,"28,2",169,0
109,2800000,"0,000996","0,002","0,002","0,053","2,2","0,02","0,0013","0,005","0,3","129,76","16,6","0,09","6,56","0,015","23,3","0,018","0,006","17,6",1,"17,2",Tidak Berbau,"26,8","6,4",Tidak Berasa,"28,2",181,0
170,3500000,"0,000223","0,005","0,002","0,285","2,5","0,02","0,0013","0,006","0,3","117,6","17,6","0,09","6,47","0,015","25,8","0,018","0,006","0,045","1,1","23,9",Tidak Berbau,"25,8","8,4",Tidak Berasa,"29,2",192,0
67,9200000,"0,000881","0,019","0,002","0,168","2,6","0,02","0,0013","0,1","0,3","139,9","21,6","0,09","6,54","0,015","27,9","0,018","0,006","0,045","1,3","19,8",Tidak Berbau,"36,2","7,4",Tidak Berasa,"28,2",188,0
35,9200000,"0,000746","0,002","0,002","0,093","2,7","0,02","0,0030","0,07","0,3","89,21","19,3","0,09","6,73","0,015","32,2","0,018","0,006","0,045",2,"14,5",Tidak Berbau,"27,6","5,3",Tidak Berasa,"28,2",203,0
150,790000,"0,000788","0,005","0,001","0,094","1,6","0,02","0,0030","0,09","0,3","162,2",13,"0,09","6,08","0,015","32,2","0,018",12,"0,045","9,3","20,9",Tidak Berbau,"123,4","13,2",Tidak Berasa,"28,2",130,0
168,5400000,"0,000295","0,019",0,170,"3,2","0,02","0,0030","0,1",2,"109,49","19,1","0,09","6,24","0,015","32,2","0,018",9,25,"10,2","20,9",Tidak Berbau,"47,9",2,Tidak Berasa,"29,2",181,0
168,1300000,"0,000778","0,002",0,208,"2,8","0,02","0,0030","0,05","0,3","119,62","18,6","0,09","6,43","0,015","32,2","0,018",9,25,"10,7","17,7",Tidak Berbau,"54,5","1,8",Tidak Berasa,"29,2",174,0
63,490000,"0,000552","0,005","0,003",260,"2,3","0,02","0,0030","0,1","0,3","164,23","18,6","0,09","6,53","0,015","32,2","0,018","0,006",25,"12,9","17,4",Tidak Berbau,"27,7","1,2",Tidak Berasa,"28,2",182,0
59,700000,"0,000138","0,019","0,003",379,"1,9","0,02","0,0030","0,0922","0,3","127,73",19,"0,09","6,42","0,015","32,2","0,018","0,006",25,"1,5","11,4",Tidak Berbau,"65,4","14,6",Tidak Berasa,"28,2",172,0
14,1100000,"0,000239","0,002","0,002",206,"2,2","0,02","0,0030","0,04","0,3","121,65",20,"0,09","6,36","0,015","32,2","0,018","0,006",25,1,"16,1",Tidak Berbau,"49,1","14,4",Tidak Berasa,"29,2",195,0
32,9200000,"0,0001","0,005","0,002",143,"2,6","0,02","0,0030","0,022","0,3","107,5","21,8","0,09","6,53","0,015","32,2","0,018","0,006",25,"0,9",21,Tidak Berbau,"48,7","11,4",Tidak Berasa,"29,2",213,0
76,1700000,0,"0,019","0,002",208,"2,6","0,02","0,0030",0,"0,3","124,69","22,3","0,09","6,55","0,015","32,2","0,018",31,25,"1,2","20,9",Tidak Berbau,45,"7,8",Tidak Berasa,"30,2",207,0
183,1100000,0,"0,002","0,003",335,"2,7","0,02","0,0030","0,053","0,3","192,61","23,3","0,09","6,64","0,015","32,2","0,018",28,25,1,"15,4",Tidak Berbau,"57,85",11,Tidak Berasa,"30,2",229,0
114,2400000,0,"0,003","0,003",292,"3,5","0,02","0,00616","0,113","0,3","162,2",16,"0,09","6,4","0,015","32,2","0,018",31,25,"0,9","15,4",Tidak Berbau,"32,2","4,4",Tidak Berasa,"27,3",172,0
20,1300000,0,"0,003","0,003",44,"3,5","0,02","0,00616","0,141","0,3","150,04","18,5","0,09","6,63","0,015","32,2","0,018",36,25,"0,9","16,1",Tidak Berbau,"24,3","3,2",Tidak Berasa,"29,2",170,0
156,1300000,0,"0,003","0,003",327,"3,5","0,02","0,0030","0,0006","0,3","129,76","17,2","0,09","6,63","0,015","32,2","0,018",42,"0,15","0,9","14,1",Tidak Berbau,"30,2","4,8",Tidak Berasa,"28,2",192,0
109,790000,0,"0,003","0,003",175,"3,4","0,02","0,00616","0,001","0,3","154,09","18,2","0,09","6,72","0,015","32,2","0,018",17,25,"0,9","16,2",Tidak Berbau,"21,9",6,Tidak Berasa,"29,2",203,0
140,1700000,0,"0,003","0,001",290,"3,4","0,02","0,00616","0,00","0,3",141,"18,4","0,09","6,87","0,015","32,2","0,018",27,25,1,"15,2",Tidak Berbau,"21,2",9,Tidak Berasa,"29,2","208,5",0
191,490000,"0,000295","0,003","0,0031",50,"1,5","0,02","0,00616","0,00","0,3",115,"10,7","0,09","6,3","0,015","32,2","0,018",19,25,"0,9","13,9",Tidak Berbau,200,"10,4",Tidak Berasa,"28,2",154,0
17,840000,"0,00","0,003","0,002",346,"1,6","0,02","0,00616","0,03","0,3","141,93","13,7","0,09","6,63","0,015","32,2","0,018",22,25,"0,7","15,3",Tidak Berbau,"54,41","12,4",Tidak Berasa,"28,2",162,0
131,5400000,"0,00","0,003","0,001",392,"1,8","0,02","0,00616","0,02","0,3","115,57","13,2","0,09","6,62","0,015","32,2","0,018","0,22",25,1,17,Tidak Berbau,"55,51","9,4",Tidak Berasa,"29,2",152,0
8,3500000,"0,000523","0,003",0,295,"1,9","0,02","0,00616","0,063","0,3","131,79","13,5","0,09","6,54","0,015","32,2","0,018",17,25,"0,7","15,6",Tidak Berbau,"40,22",14,Tidak Berasa,"28,2",167,0
140,1500000,"0,000963","0,003","0,001",206,2,"0,02","0,00616","0,01","0,3","133,82","14,2","0,09","6,74","0,015","32,2","0,018",,25,"0,6","20,3",Tidak Berbau,"32,2","18,6",Tidak Berasa,"29,2","174,5",0
2,16000000,"0,00","0,003","0,002",9,1,"0,02","0,00616","0,01","0,3","91,24","11,2","0,09","6,3","0,015","32,2","0,018","0,006",25,"6,5",19,Tidak Berbau,"110,8","22,6",Tidak Berasa,"27,3",125,0
127,9200000,0,"0,003","0,002",3,"2,1","0,02","0,00616","0,01","0,3","126,72","12,4","0,09","6,53","0,015","32,2","0,018","0,013",25,"9,7","15,9",Tidak Berbau,"63,8","6,4",Tidak Berasa,"28,2",140,0
142,2400000,"0,00","0,003","0,002",48,"2,1","0,02","0,00616","0,038","0,3","145,98","11,7","0,1","6,66","0,015","32,2","0,018","0,006",25,"8,2","25,5",Tidak Berbau,"63,8","3,6",Tidak Berasa,"28,2",143,0
88,1700000,"0,00","0,003","0,002",21,"7,8",0,"0,00616","0,056","0,3","141,93","11,6","0,09","6,86","0,015","32,2","0,018","0,006",25,8,16,Tidak Berbau,"44,65","1,9",Tidak Berasa,"27,3","130,5",0
93,16000000,"0,000694","0,02","0,002",7,5,"0,003","0,00616","0,012","0,3","113,54","6,8","0,09","6,27","0,015","32,2","0,018",13,25,"0,5","25,8",Tidak Berbau,"71,6","12,8",Tidak Berasa,"27,3","93,4",0
16,900000,0,"0,017","0,002",33,5,"0,003","0,00616","0,063","0,3","113,54","8,6","0,09","6,61","0,015","32,2","0,018",14,25,1,22,Tidak Berbau,"70,4","6,4",Tidak Berasa,"27,3",111,0
197,4500000,"0,000665","0,012","0,002",1,"5,15","0,003","0,00616",0,"0,3","113,54","8,1","0,09","6,48","0,015","32,2","0,018",12,25,1,26,Tidak Berbau,"60,7","8,4",Tidak Berasa,"27,3",114,0
156,9200000,"0,000887",13,"0,002",38,8,"0,003","0,00616","0,0182","0,3","127,73","21,2","0,09","6,43","0,015","32,2","0,018",12,25,"0,6","32,9",Tidak Berbau,"57,2","7,4",Tidak Berasa,"28,2",114,0
108,630000,"0,00",4,"0,002",28,"10,231","0,003","0,00616","0,032","0,3","119,62","20,2","0,09","6,7","0,015","32,2","0,018","0,01",25,"0,8","27,6",Tidak Berbau,"62,7","5,3",Tidak Berasa,"28,2",151,0
60,1400000,"0,000623","0,003","0,002",29,3,"0,003","0,00616","0,037","0,3","81,1","7,8","0,09","6,26","0,03","32,2","0,018",18,25,"0,3","16,7",Tidak Berbau,"87,5","13,2",Tidak Berasa,"28,2",123,0
192,1400000,"0,000114","0,003","0,002",8,2,"0,003","0,00616","0,099","0,3","150,04","9,1","0,09","6,3",17,"32,2","0,018",23,25,"0,4","22,9",Tidak Berbau,"78,6",2,Tidak Berasa,"29,2",133,0
162,9200000,"0,000336","0,003","0,002",12,3,"0,003","0,00616","0,056","0,3","127,73","11,6",2,"6,34","0,02","32,2","0,018","0,006","0,06","0,3","22,8",Tidak Berbau,"39,4","1,8",Tidak Berasa,"29,2",142,0
130,4300000,"0,000689","0,003","0,002",8,4,"0,003","0,00616","0,1","0,3","156,12","15,4","0,09","6,41","0,015","32,2","0,018",13,"0,045","0,4","31,9",Tidak Berbau,"89,8","1,2",Tidak Berasa,"30,2",155,0
103,4300000,"0,000222","0,003","0,002",28,3,"0,003","0,00616","0,1","0,3","164,23","15,1",105,"6,63","0,015","32,2","0,018","0,006","0,045","0,4","16,3",Tidak Berbau,"87,6","14,6",Tidak Berasa,"29,2",161,0
83,700000,"0,000954",18,"0,002",16,6,0,"0,00616","0,1","0,3","104,42","14,6",2,"6,28",31,"32,2","0,018","0,006","0,045","0,4","19,2",Tidak Berbau,"25,7","14,4",Tidak Berasa,"28,2",155,0
177,790000,"0,000993",22,"0,003",8,4,0,"0,0013","0,092","0,3","95,29","16,4","0,09","6,6","0,015","32,2","0,018","0,006","0,045","0,6","28,2",Tidak Berbau,"39,7","11,4",Tidak Berasa,"28,2",167,0
13,2100000,"0,000587","0,01","0,001",5,8,0,"0,0013","0,065","0,3","109,49","16,6","0,09","6,55","0,015","32,2","0,018","0,006","0,045","0,7","20,1",Tidak Berbau,"40,2","7,8",Tidak Berasa,"28,2",177,0
16,2400000,"0,000471",25,"0,003",21,4,0,"0,0013","0,032","0,3","141,93","17,4","0,09","6,68","0,015","32,2","0,018",12,"0,045","0,2","14,7",Tidak Berbau,27,11,Tidak Berasa,"28,2",170,0
143,2800000,"0,000122",17,"0,001",14,8,0,"0,0013","0,037","0,3","115,57","18,2","0,009","6,77","0,015","32,2","0,018",9,"0,045","0,1","29,4",Tidak Berbau,"27,1","4,4",Tidak Berasa,"29,2",182,0
148,16000000,"0,000232","0,003","0,003",44,6,"0,017","0,0013","0,099","0,3","125,71","4,8","0,09","6,52","0,015","32,2","0,018",9,"0,045","5,9","25,6",Tidak Berbau,"76,5","3,2",Tidak Berasa,"27,3",150,0
65,16000000,"0,000996",3,"0,002",15,"11,031","0,012","0,0013","0,056","0,3","108,47","19,2","0,09","6,45","0,015","32,2","0,018","0,006","0,045","11,1",30,Tidak Berbau,"55,5","4,8",Tidak Berasa,"29,2",208,0
78,9200000,"0,000223","0,003","0,002",42,8,"0,017","0,0013","0,012","0,3","125,71","19,2","0,09","6,64","0,015","32,2","0,018","0,006","0,045",11,29,Tidak Berbau,"42,8",6,Tidak Berasa,"29,2",202,0
178,460000,"0,000881","0,003","0,002",16,"12,26","0,012","0,0013","0,063","0,3","139,9","21,6","0,09",7,"0,015","32,2","0,018","0,006","0,045","10,4","20,2",Tidak Berbau,"45,5",9,Tidak Berasa,"29,2",206,0
70,4300000,"0,000746","0,005","0,002",35,1,"0,017","0,0001","0,089","0,3","109,49","7,1","0,09","6,16","0,015","32,2","0,018","0,006","0,045","0,9","6,6",Tidak Berbau,242,"12,8",Tidak Berasa,"28,2",126,0
176,1300000,"0,000788","0,019","0,002",5,1,"0,012","0,0013","0,01","0,3","121,65","7,8","0,09","6,13","0,015","32,2","0,018",31,"0,045","1,4","10,1",Tidak Berbau,196,"6,4",Tidak Berasa,"27,3",138,0
98,5400000,"0,000295","0,002","0,001",26,2,"0,017","0,0013","0,09","0,3","139,9","9,1","0,09","6,18","0,015","32,2","0,018",28,25,1,"6,5",Tidak Berbau,168,"8,4",Tidak Berasa,"29,2",133,0
70,9200000,"0,000778","0,005","0,000202",28,2,"0,012","0,0013","0,053","0,009","118,72","10,1","0,09","6,2","0,015","32,2","0,018",31,25,"0,9","7,9",Tidak Berbau,198,"7,4",Tidak Berasa,"29,2",148,0
107,2200000,"0,000552","0,019","0,0001",17,2,"0,017","0,0013","0,094",12,106,"10,8","0,09","6,15","0,015","32,2","0,018",36,25,1,"8,1",Tidak Berbau,"123,5","5,3",Tidak Berasa,"29,2","148,5",0
67,,"0,000138","0,002","0,002",6,2,"0,012","0,0013","0,011","0,009","122,96","9,8","0,09","6,2","0,015","32,2","0,018",42,25,"0,4","12,3",Tidak Berbau,88,"13,2",Tidak Berasa,"28,2",141,0
177,,"0,000239","0,005","0,002",42,2,"0,017","0,0013","0,06","0,009","122,96","11,3","0,09","6,3","0,015","32,2","0,018",17,25,"0,7","2,6",Tidak Berbau,115,2,Tidak Berasa,"28,2",145,0
2,,"0,000336","0,019","0,002",47,2,"0,012","0,0001","0,095","0,009","103,88","10,8","0,09","6,3","0,015","32,2","0,018",27,"0,1","0,7","4,3",Tidak Berbau,61,"1,8",Tidak Berasa,"28,2",152,0
101,,"0,000697","0,002","0,002",23,2,"0,017","0,0001","0,081","0,009","114,99",28,"0,09","6,66","0,015","32,2","0,018",19,"0,1","0,9","14,4",Tidak Berbau,97,"1,2",Tidak Berasa,"28,2",172,0
53,,"0,000761","0,005","0,002",6,3,"0,012","0,0001","0,04","0,009","102,88","11,3","0,09","6,5","0,015","32,2","0,018",22,"0,1","0,7","1,8",Tidak Berbau,51,"14,6",Tidak Berasa,"28,2","171,5",0
151,9300000,"0,000941","0,019","0,002",21,2,"0,017","0,0001","0,067","0,009","135,16","10,1","0,34","6,3","0,015","32,2","0,018","0,22","0,1","0,4","8,3",Tidak Berbau,25,"14,4",Tidak Berasa,"27,3",146,0
123,490000,"0,000659","0,002","0,002",15,2,"0,012","0,0001","0,066","0,009","135,16","11,1","0,09","6,4","0,015","32,2","0,018",17,"0,08","0,6","7,2",Tidak Berbau,11,"11,4",Tidak Berasa,"27,3",160,0
111,1700000,"0,000746","0,005","0,001",3,2,"0,017","0,0001","0,07","0,009","121,04","12,9","0,09","6,47","0,015","32,2","0,018",,"0,08","0,3","8,2",Tidak Berbau,24,"7,8",Tidak Berasa,"28,2",154,0
114,3500000,"0,000394","0,019",0,31,2,"0,012","0,0001","0,09","0,009","149,03","13,4","0,09","6,67","0,015","32,2","0,018","0,006","0,06","0,2","6,4",Tidak Berbau,16,11,Tidak Berasa,"28,2",169,0
147,9200000,"0,000623","0,002",0,41,2,"0,017","0,0001","0,1","0,009","120,83","23,7","0,09","6,59","0,015","32,2","0,018","0,013","0,06","0,6","8,2",Tidak Berbau,"25,5","4,4",Berasa,"28,2",175,0
26,3500000,"0,000114","0,005","0,003",2,4,"0,012","0,0001","0,05","0,009","96,67","17,9","0,09","6,08","0,015","32,2","0,018","0,006","0,06","9,9","9,6",Tidak Berbau,50,"3,2",Berasa,"28,2",201,0
84,9200000,"0,000336","0,019","0,003",39,5,"0,017","0,0001","0,1","0,009","171,18","24,4","0,09","6,13","0,015","32,2","0,018","0,006","0,08","10,9",5,Tidak Berbau,19,"4,8",Berasa,"29,2",239,0
130,1400000,"0,000689","0,002","0,002",12,5,"0,012","0,0001","0,0922","0,009","152,05","15,6","0,09","6,21","0,015","32,2","0,018",13,"0,045","8,3","3,6",Tidak Berbau,26,6,Tidak Berasa,"29,2",241,0
27,130000,"0,000222","0,005","0,002",22,4,"0,017","0,0001","0,04","0,009","182,48","23,7","0,09","6,55","0,015","32,2","0,018",14,"0,045","10,7","2,6",Tidak Berbau,21,9,Tidak Berasa,"29,2",250,0
18,790000,"0,000954","0,019","0,002",48,3,"0,012","0,0001","0,05","0,009","129,76","18,2","0,09","6,21","0,015","32,2","0,018",12,"0,045","3,5","4,7",Tidak Berbau,21,"4,8",Tidak Berasa,"29,2",183,0
64,3500000,"0,000993","0,002","0,003",28,4,"0,017","0,0001","0,06","0,009","117,6","18,4","0,09","6,38","0,015","32,2","0,018",12,"0,045","4,8","3,8",Tidak Berbau,29,"2,5",Tidak Berasa,"29,2",188,0
90,1400000,"0,000587","0,005","0,003",42,"3,54","0,012","0,0001","0,009","0,009","139,9","21,7","0,09","6,58","0,015","32,2","0,018","0,01","0,045","3,6","2,5",Tidak Berbau,30,"2,8",Tidak Berasa,"29,2",196,0
198,490000,"0,000471","0,019","0,003",45,4,"0,017","0,0001","0,01986","0,009","89,21","20,7","0,09","6,66","0,015","32,2","0,018",18,"0,045","3,3","5,2",Tidak Berbau,26,4,Tidak Berasa,"29,2",211,0
98,490000,"0,000122","0,002","0,003",27,3,"0,012","0,0001","0,005","0,009","162,2","20,7","0,09","6,74","0,015","32,2","0,018",23,"0,045","1,9",6,Tidak Berbau,"31,5","3,2",Tidak Berasa,"29,2",218,0
50,450000,"0,000232","0,005","0,003",42,2,"0,017","0,0001","0,006","0,3","109,49","14,9","0,09","6,39","0,015","32,2","0,018","0,006","0,045","2,7","3,8",Tidak Berbau,38,"3,2",Tidak Berasa,"29,2",178,0
128,2400000,"0,000996","0,019","0,001",5,"2,07","0,012","0,0001","0,1","0,3","119,62","14,1","0,09","6,43","0,015","32,2","0,018",13,"0,045","4,5","4,6",Tidak Berbau,47,"3,2",Tidak Berasa,"29,2",183,0
59,5400000,"0,000223","0,002","0,0031",43,2,"0,017","0,0001","0,07","0,3","164,23","20,2","0,09","6,65","0,015","32,2","0,018","0,006","0,06","4,6","6,9",Tidak Berbau,52,"3,2",Tidak Berasa,"29,2",206,0
134,700000,"0,000881","0,005","0,002",32,3,"0,012","0,0001","0,09","0,3","127,73","21,2","0,09","6,67","0,015","32,2","0,018","0,006","0,045","3,3","2,6",Tidak Berbau,48,"3,2",Tidak Berasa,"30,2",222,0
179,330000,"0,000746","0,019","0,001",44,2,"0,017","0,0001","0,1","0,3","121,65","22,7","0,09","6,93","0,015","32,2","0,018","0,006","0,045","3,3","7,7",Tidak Berbau,"34,5","3,2",Berasa,"30,2",224,0
153,310000,"0,000788","0,002",0,1,2,"0,012","0,0001","0,05","0,3","107,5","13,4","0,09","6,2","0,015","32,2","0,018","0,006",45,"1,4","8,9",Tidak Berbau,"36,5",7,Berasa,"28,2",160,0
113,490000,"0,000295","0,005","0,001",20,2,"0,017","0,0001","0,1","0,3","124,69","14,6","0,09","6,3","0,015","32,2","0,018",12,"0,08","1,7","2,6",Tidak Berbau,39,7,Berasa,"29,2",181,0
66,2200000,"0,000778","0,019","0,002",1,2,"0,012","0,0001","0,0922","0,3","192,61","15,4","0,09","6,55","0,015","32,2","0,018",9,"0,08","2,5","20,8",Tidak Berbau,50,8,Berasa,"29,2",182,0
84,16000000,"0,000552","0,002","0,002",34,2,"0,005","0,0001","0,04","0,3","162,2","16,4","0,09","6,55","0,015","32,2","0,018",9,"0,08","3,1","2,9",Tidak Berbau,37,3,Berasa,"29,2",194,0
27,1300000,"0,000138","0,005","0,002",30,3,"0,005","0,0001","0,022","0,3","150,04","17,3","0,09","6,63","0,015","32,2","0,018","0,006","0,06","3,7",3,Tidak Berbau,46,6,Berasa,"30,2",201,0
31,3500000,"0,000239","0,019","0,002",19,3,"0,005","0,0001",0,"0,3","129,76","15,6","0,09","6,32","0,015","32,2","0,018","0,006","0,06","29,4","14,7",Tidak Berbau,98,"14,8",Berasa,"29,2",182,0
39,1700000,"0,000336","0,005","0,002",35,4,"0,005","0,0001","0,053","0,3","154,09","20,7","0,09","6,17","0,015","32,2","0,018","0,006","0,06","14,7","13,9",Tidak Berbau,54,"8,4",Berasa,"29,2",218,0
103,490000,"0,000689","0,019","0,002",40,3,"0,005","0,0001","0,113","0,3",141,"21,2","0,09","6,4","0,015","32,2","0,018","0,006","0,045","12,6","9,3",Tidak Berbau,47,10,Berasa,"29,2",208,0
150,490000,"0,000222","0,002","0,002",28,4,"0,005","0,0001","0,141","0,3",115,"17,1","0,1","6,63","0,015","32,2","0,018",31,"0,045","12,6","11,7",Tidak Berbau,"29,5","6,4",Berasa,"30,2",205,0
179,33490000,"0,000954","0,003","0,002",28,2,"0,005","0,0001","0,0006","0,3","141,93","11,4","0,09","6,2","0,015","32,2","0,018",28,"0,08","2,3","2,6",Tidak Berbau,40,19,Berasa,"28,2",164,0
129,490000,"0,000993","0,003","0,002",36,2,"0,005","0,0001","0,001","0,3","115,57","12,6","0,09","6,37","0,015","32,2","0,018",31,"0,06","1,9","4,9",Tidak Berbau,57,"22,5",Berasa,"28,2",175,0
42,790000,"0,000587","0,003","0,002",34,2,"0,005","0,0001","0,00","0,3","131,79","13,6","0,09","6,33","0,015","32,2","0,018",36,"0,08",4,"7,8",Tidak Berbau,40,"19,5",Berasa,"29,2",187,0
32,9200000,"0,000471","0,003","0,002",9,2,"0,005","0,0001","0,00","0,3","133,82","14,4","0,09","6,38","0,015","32,2","0,018",42,"0,08","4,4","3,8",Tidak Berbau,53,"15,5",Berasa,"29,2",193,0
37,1700000,"0,000122","0,003","0,002",29,3,"0,005","0,0001","0,03","0,3","91,24","16,9","0,09","6,63","0,015","32,2","0,018",17,"0,08","1,7","8,3",Tidak Berbau,42,18,Berasa,"30,2",201,0
121,450000,"0,000232","0,003","0,002",2,2,"0,005","0,0001","0,02","0,3","126,72","13,2","0,09","6,87","0,015","32,2","0,018",27,"0,08","1,1","3,7",Tidak Berbau,27,"8,8",Berasa,"28,2",169,0
107,1700000,"0,000996","0,003","0,002",16,2,"0,005","0,0001","0,063","0,3","145,98","13,1","0,09","6,85","0,015","32,2","0,018",19,"0,08","1,4","2,6",Tidak Berbau,51,4,Berasa,"28,2",183,0
120,490000,"0,000223","0,003","0,002",42,3,"0,005","0,0001","0,01","0,3","141,93","15,9","0,09","6,93","0,015","32,2","0,018",22,"0,08","0,8","9,4",Tidak Berbau,40,"11,6",Berasa,"29,2",197,0
22,630000,"0,000881","0,003","0,003",7,3,"0,005","0,0001","0,01","0,3","113,54","13,9",2,"6,93","0,015","32,2","0,018","0,22","0,06","0,4","2,7",Tidak Berbau,53,"2,5",Berasa,"29,2",190,0
